FIPS,EDU_PESS_Districts,EDU_PESS_Schools,EDU_PESS_Local_Inst,EDU_PESS_Students
22117,3,15,14,7378
22119,1,15,15,6306
22121,1,10,10,3886
22123,1,5,5,2101
22125,1,4,4,2184
22127,1,7,7,2400
23001,8,41,40,16087
23003,28,48,46,9310
23005,23,91,85,39155
23007,6,14,14,4291
23009,26,36,36,6336
23011,13,55,53,16572
23013,11,24,23,4520
23015,14,17,17,3625
23017,11,33,31,8324
23019,34,75,73,19836
23021,9,5,5,2163
23023,3,15,15,4882
23025,15,32,30,6912
23027,9,24,23,4553
23029,44,32,32,3814
23031,14,63,63,25022
24001,1,22,22,8702
24003,2,123,122,81407
24005,1,173,173,112139
24009,1,25,25,15950
24011,1,10,10,5705
24013,1,44,44,25255
24015,1,29,29,15633
24017,1,38,38,26390
24019,1,13,13,4816
24021,1,67,67,41317
24023,1,12,12,3833
24025,1,54,54,37426
24027,1,76,76,55626
24029,1,7,7,2001
24031,1,206,206,159010
24033,2,210,208,130808
24035,1,14,14,7751
24037,1,28,28,18067
24039,1,9,9,2958
24041,1,8,8,4593
24043,1,45,45,22545
24045,1,24,24,14889
24047,1,14,14,6667
24510,2,176,175,82755
25001,21,52,49,24843
25005,30,138,133,81082
25007,6,7,6,2335
25019,1,3,3,1583
25021,40,192,190,101760
25023,37,143,140,81981
25025,28,165,142,82348
26001,1,2,2,701
26003,4,5,5,1044
26005,13,52,47,18954
26007,2,10,9,3908
26009,6,13,13,3300
26011,3,9,9,2099
26013,3,4,4,1065
26015,5,21,20,8650
26017,8,38,29,14179
26019,2,9,9,1833
26021,19,92,85,23515
26023,6,17,15,6878
26025,15,48,40,20356
26027,5,20,18,7177
26029,8,14,10,3806
26031,4,10,9,2822
26033,10,18,14,4276
26035,4,14,13,4297
26037,8,29,27,10356
26039,1,4,4,1619
26041,6,15,14,4922
26043,5,13,12,3712
26045,13,47,41,17289
26047,6,16,15,4716
26049,36,145,125,65197
26051,2,7,7,2792
26053,4,6,6,1647
26055,6,27,20,13094
26057,7,23,22,6099
26059,11,25,22,5921
26061,10,18,17,5412
26063,14,25,24,4815
26065,25,103,82,41107
26067,8,22,21,8754
26069,6,11,9,3801
26071,2,4,4,1294
26073,5,19,17,7020
26075,16,63,56,23436
26077,18,88,75,35142
26079,3,10,10,1872
26081,46,229,195,104914
26083,1,1,1,66
26085,1,3,3,511
26087,7,26,24,12225
26089,5,8,7,1967
26091,12,45,42,15257
26093,10,43,37,26896
26095,1,2,2,665
26097,7,9,8,1291
26099,39,229,202,126747
26101,7,13,10,5679
26103,10,24,22,8168
26105,5,15,12,4120
26107,5,19,14,5609
26109,6,14,13,3396
26111,8,25,21,11940
26113,2,5,5,2163
26115,13,55,49,22094
26117,9,28,22,10428
26119,2,3,3,864
26121,18,67,58,27329
26123,7,23,22,7559
26125,53,340,307,183117
26127,4,9,9,3153
26129,2,5,4,2159
26131,3,3,2,531
26133,4,11,11,4076
26135,2,3,3,836
26137,3,10,10,3735
26139,17,94,83,45271
26141,4,8,7,1415
26143,4,10,8,2969
26145,19,74,64,27582
26147,13,61,55,24382
26149,10,34,33,10729
26151,8,20,19,6348
26153,1,3,3,808
26155,9,28,27,11616
26157,9,27,25,7490
26159,13,46,43,14691
26161,23,94,72,45876
26163,146,560,407,276296
26165,6,16,14,5438
27001,4,10,9,1932
27003,14,108,100,57606
27005,4,20,20,5021
27007,9,35,28,8246
27009,3,9,9,6825
27011,2,6,6,861
27013,5,30,29,8621
27015,5,14,10,3574
27017,8,23,22,6425
27019,7,40,38,18352
27021,6,19,18,4351
27023,3,12,8,2011
27025,6,21,20,8083
27027,6,26,24,10540
27029,2,5,5,1499
27031,4,8,5,661
27033,3,8,8,1788
27035,6,20,17,9764
27037,16,140,120,72836
27039,3,8,8,3951
27041,5,18,15,5610
27043,2,6,6,2153
27045,5,13,13,3002
27047,3,14,14,4245
27049,7,28,17,7613
27051,3,8,8,949
27053,79,459,298,178652
27055,5,14,12,4327
27057,3,11,11,2594
27059,6,20,16,6071
27061,7,25,23,6905
27063,2,6,6,1484
27065,2,7,7,2204
27067,4,17,15,6403
27069,3,6,6,603
27071,3,8,8,1744
27073,2,6,6,1112
27075,1,5,5,1383
27077,1,2,2,458
27079,4,17,17,3638
27081,5,14,14,470
27083,6,28,14,4785
27085,6,17,15,5517
27087,3,9,8,1083
27089,5,11,10,1461
27091,5,17,11,2938
27093,3,12,12,2991
27095,4,18,18,6424
27097,6,22,17,5705
27099,7,31,23,6546
27101,2,4,4,1078
27103,6,18,12,5117
27105,5,15,15,4304
27107,3,7,7,1116
27109,11,63,55,23909
27111,10,31,26,7979
27113,3,6,6,2257
27115,5,15,15,3773
27117,2,7,7,1834
27119,8,20,20,5189
27121,2,8,7,1357
27123,49,270,190,87359
27125,3,6,5,764
27127,7,13,12,2527
27129,3,7,7,2178
27131,8,26,17,9231
27133,2,7,7,1657
27135,4,13,13,2701
27137,23,88,72,25045
27139,8,55,45,26888
27141,4,39,37,16060
27143,5,11,7,2265
27145,17,69,52,24005
27147,3,17,17,7111
27149,4,7,6,1572
27151,2,7,7,1751
27153,7,16,11,2822
27155,2,4,4,564
27157,4,12,12,3692
27159,4,10,10,3106
27161,4,13,12,3161
27163,15,79,65,43953
27165,3,9,9,1809
27167,3,8,8,1112
27169,7,24,14,5283
27171,15,71,49,26931
27173,5,7,5,1438
28001,1,11,11,3460
28003,2,13,13,5913
28005,1,3,3,1053
28007,2,11,11,3550
28009,1,5,5,1165
28011,3,23,23,5979
28013,1,9,9,2533
28015,1,2,2,1032
28017,3,9,9,2898
28019,1,5,5,1370
28021,1,4,4,1487
28023,2,9,9,2935
28025,1,9,9,3147
28027,3,15,15,4472
28029,2,7,7,4298
28031,1,10,10,2905
28033,1,41,41,33537
28035,4,21,21,11278
28037,1,5,5,1333
28039,1,8,8,4082
28041,1,6,6,2010
28043,1,6,6,4016
28045,2,11,11,6417
28047,6,53,52,32605
28049,9,90,83,38888
28051,2,8,8,3338
28053,1,5,5,1708
28055,,,,
28057,1,8,8,3590
28059,4,46,46,24263
28061,2,7,7,2318
28063,1,6,6,1282
28065,1,5,5,1420
28067,3,20,19,11869
28069,1,4,4,1100
28071,3,14,13,7145
28073,2,18,18,10470
28075,3,26,25,12073
28077,1,6,6,2211
28079,1,6,6,2912
28081,4,35,35,15605
28083,2,15,15,5133
28085,3,12,11,6326
28087,3,20,19,9537
28089,2,32,32,16754
28091,2,10,10,3762
28093,2,16,16,4516
28095,3,13,13,5434
28097,2,5,5,1399
28099,2,6,6,4443
28101,3,11,11,3771
28103,1,6,6,1635
28105,1,8,8,5175
28107,2,13,13,5878
28109,3,21,21,8712
28111,2,8,8,1796
28113,3,17,17,6826
28115,2,13,13,5967
28117,2,12,12,4165
28119,1,4,4,1072
28121,4,35,33,23452
28123,2,12,12,5765
28125,1,4,4,870
28127,1,9,9,3641
28129,1,6,6,2701
28131,1,4,4,2556
28133,1,15,15,3946
28135,2,7,7,1989
28137,2,10,10,4434
28139,2,10,10,4078
28141,1,8,8,3078
28143,1,7,7,2095
28145,2,9,9,5014
28147,1,6,6,1941
28149,1,18,18,8311
28151,4,25,25,8417
28153,1,8,8,3295
28155,1,5,5,1818
28157,1,5,5,1224
28159,1,7,7,2874
28161,2,4,4,1648
28163,2,10,10,4035
29001,3,9,9,3015
29003,3,11,11,2854
29005,3,7,7,800
29007,3,10,10,3283
29009,7,21,21,5621
29011,3,11,11,1869
29013,7,13,13,2658
29015,3,11,11,2424
29017,4,9,9,1926
29019,6,53,53,23525
29021,3,30,30,13043
29023,3,16,16,7026
29025,8,14,14,1587
29027,5,18,15,5690
29029,4,15,15,5313
29031,5,24,24,10302
29033,5,13,13,1439
29035,2,5,5,1234
29037,10,42,42,18417
29039,2,6,6,2113
29041,4,8,8,1069
29043,7,31,31,15224
29045,1,5,5,1091
29047,6,71,71,41557
29049,4,13,13,3995
29051,8,123,25,10732
29053,6,14,14,2463
29055,3,9,9,3364
29057,4,9,9,1167
29059,1,4,4,1683
29061,5,11,11,1300
29063,4,8,8,1014
29065,5,8,8,2271
29067,3,5,5,1410
29069,7,20,20,5593
29071,10,42,42,16182
29073,2,7,7,2841
29075,3,7,7,1136
29077,8,83,82,40409
29079,5,8,8,1483
29081,5,13,13,1413
29083,7,16,16,2885
29085,4,10,10,1574
29087,3,7,7,739
29089,3,7,7,1443
29091,7,13,13,5935
29093,4,9,9,1776
29095,33,227,190,109157
29097,7,49,49,20766
29099,12,62,61,34797
29101,7,24,24,7447
29103,1,2,2,498
29105,4,11,11,5883
29107,6,17,17,5297
29109,6,19,19,6934
29111,2,4,4,1421
29113,4,19,19,8981
29115,5,13,13,2223
29117,3,10,10,2151
29119,1,10,10,3943
29121,6,14,14,2226
29123,2,6,6,2120
29125,2,5,5,1008
29127,3,13,13,5006
29129,2,4,4,593
29131,5,15,15,5104
29133,2,7,7,2091
29135,6,10,10,2425
29137,5,10,10,1484
29139,2,6,6,1613
29141,2,6,6,2064
29143,4,12,12,2560
29145,6,22,21,9302
29147,7,17,17,2598
29149,4,8,8,1876
29151,3,6,6,1626
29153,5,9,9,1477
29155,8,18,18,3361
29157,2,6,6,2388
29159,7,19,18,6948
29161,4,14,14,6616
29163,4,11,11,2606
29165,4,31,31,16981
29167,6,19,19,5263
29169,6,21,21,8904
29171,1,3,3,712
29173,1,3,3,757
29175,5,15,15,3649
29177,4,11,11,3508
29179,4,8,8,1055
29181,4,8,8,2198
29183,5,82,82,59787
29185,4,7,7,1307
29186,1,4,4,1856
29187,5,23,23,10808
29189,23,261,261,141340
29195,8,17,17,3706
29197,1,2,2,617
29199,1,2,2,626
29201,7,21,21,6845
29203,3,8,8,1711
29205,2,7,7,1048
29207,7,20,20,5093
29209,5,17,17,3790
29211,3,7,7,1090
29213,7,20,20,8051
29215,7,15,15,3691
29217,4,13,13,2974
29219,2,10,10,5045
29221,4,12,12,3591
29223,2,7,7,1812
29225,5,18,18,5039
29227,1,2,2,317
29229,5,14,14,3327
29510,19,112,76,34959
30001,10,12,12,1169
30003,9,15,15,2481
30005,13,17,17,1335
30007,2,3,3,670
30009,10,19,19,1356
30011,5,6,6,130
30013,15,42,40,11713
30015,10,15,15,656
30017,9,11,11,1739
30019,2,3,3,285
30021,9,9,9,1333
30023,3,4,4,1067
30025,3,7,7,573
30027,16,24,24,1558
30029,25,45,45,14153
30031,23,45,45,13110
30033,8,8,8,169
30035,7,19,19,2822
30037,3,6,6,131
30039,5,7,7,346
30041,12,17,17,3055
30043,10,12,12,1625
30045,5,10,10,257
30047,13,20,20,4340
30049,16,31,27,9556
30051,4,9,9,232
30053,10,14,14,2395
30055,4,6,6,250
30057,7,13,13,874
30059,2,3,3,230
30061,4,9,9,574
30063,16,41,41,13877
30065,5,6,6,666
30067,12,15,15,1967
30069,2,3,3,90
30071,6,13,13,689
30073,9,13,13,919
30075,7,5,5,230
30077,10,9,9,699
30079,2,3,3,137
30081,10,22,22,5509
30083,12,16,16,1941
30085,14,22,22,2592
30087,10,15,15,1652
30089,11,16,16,1364
30091,5,9,9,523
30093,7,12,12,4348
30095,15,18,18,1397
30097,6,6,6,525
30099,12,19,19,1025
30101,5,8,8,619
30103,2,3,3,57
30105,9,16,16,1238
30107,6,6,6,311
30109,2,3,3,155
30111,23,61,61,23661
31001,6,20,15,4985
31003,4,16,12,868
31005,1,2,2,114
31007,1,2,2,160
31009,1,2,2,49
31011,2,6,6,910
31013,2,7,7,1883
31015,2,5,5,335
31017,2,4,4,462
31019,9,27,26,8065
31021,3,7,7,1252
31023,2,6,6,1015
31025,5,14,14,4134
31027,4,11,11,1227
31029,2,6,6,776
31031,2,10,10,772
31033,3,11,11,1732
31035,3,12,12,1173
31037,4,14,14,2668
31039,3,9,9,1501
31041,6,15,15,1889
31043,2,10,10,4396
31045,3,7,6,1254
31047,5,20,20,5468
31049,2,5,5,344
31051,3,7,7,706
31053,5,21,20,6211
31055,17,203,191,92204
31057,1,3,3,288
31059,4,10,8,938
31061,1,2,2,349
31063,3,6,6,572
31065,3,7,7,1109
31067,5,14,13,3110
31069,1,2,2,280
31071,1,2,2,350
31073,1,2,2,230
31075,1,2,2,147
31077,2,8,8,402
31079,4,34,34,12166
31081,3,9,9,1610
31083,1,2,2,322
31085,1,2,2,94
31087,2,3,2,457
31089,5,12,12,1672
31091,1,2,2,161
31093,3,7,7,1386
31095,3,7,7,1671
31097,2,6,6,725
31099,3,10,10,1230
31101,3,4,4,1092
31103,1,3,3,82
31105,1,2,2,562
31107,6,12,12,1698
31109,10,90,86,45392
31111,6,22,22,5779
31113,1,2,2,189
31115,1,2,2,66
31117,1,2,2,81
31119,7,23,21,5609
31121,2,5,5,1299
31123,2,4,4,892
31125,2,5,5,718
31127,3,9,6,1207
31129,1,2,2,675
31131,3,9,9,2401
31133,2,4,4,579
31135,1,2,2,419
31137,4,9,8,1626
31139,3,6,6,1157
31141,4,15,15,5065
31143,4,13,13,1104
31145,2,7,7,1714
31147,2,7,7,1190
31149,1,4,4,236
31151,4,10,10,2948
31153,6,58,56,33074
31155,5,15,15,3329
31157,7,35,23,6668
31159,4,7,7,2620
31161,2,8,8,854
31163,2,4,4,466
31165,1,4,4,109
31167,1,2,2,634
31169,3,8,8,886
31171,1,2,2,162
31173,4,9,9,2002
31175,2,5,5,751
31177,3,10,10,3683
31179,4,9,8,1610
31181,2,4,4,708
31183,1,2,2,101
31185,4,9,8,1958
32001,1,6,6,3706
32003,1,364,364,353110
32005,1,14,14,5932
32007,1,32,32,10136
32009,1,3,3,75
32011,1,3,3,276
32013,1,14,14,3399
32015,1,4,4,1004
32017,1,10,10,1085
32019,1,18,18,8348
32021,1,4,4,518
32023,1,26,26,5032
32027,1,5,5,627
32029,1,4,4,425
32031,2,108,108,70239
32033,1,10,10,1571
32510,2,38,13,8261
33001,19,26,26,8259
33003,21,23,22,5626
33005,22,29,28,8943
33007,21,23,23,3838
33009,45,54,50,11002
33011,46,118,107,58703
33013,37,62,57,18947
33015,57,91,84,44097
33017,18,37,35,15551
33019,19,30,30,4999
34001,27,77,72,44569
34003,79,282,274,135384
34005,42,132,128,69686
34007,46,158,149,80644
34009,16,31,30,12601
34011,19,53,48,27912
34013,45,240,214,134762
34015,29,86,85,47267
34017,29,129,107,88112
34019,27,50,48,19491
34021,23,176,90,55010
34023,28,191,181,130291
34025,56,185,173,98151
34027,41,153,148,75850
34029,28,115,107,69609
34031,28,150,142,84963
34033,14,34,33,10789
34035,21,82,79,53583
34037,27,47,45,20714
34039,28,176,164,94959
34041,25,42,40,16580
35001,35,194,163,99526
35003,2,6,6,271
35005,4,31,31,11960
35006,1,11,11,3751
35007,4,15,15,1675
35009,4,27,27,9338
35011,1,3,3,309
35013,9,78,72,40089
35015,3,27,27,11328
35017,3,16,15,4194
35019,2,7,7,720
35021,2,4,4,90
35023,2,7,7,679
35025,5,37,37,15144
35027,5,15,15,2865
35028,1,8,8,3662
35029,1,11,11,5486
35031,5,44,41,13128
35033,2,6,6,477
35035,4,23,22,7785
35037,4,12,12,1493
35039,7,30,28,5281
35041,4,13,13,3403
35043,8,40,36,22163
35045,5,52,51,24007
35047,3,21,21,3709
35049,11,44,36,19523
35051,1,5,5,1326
35053,2,10,10,2120
35055,8,23,18,4204
35057,4,15,14,2787
35059,2,6,6,567
35061,3,28,27,12993
36001,23,86,65,40992
36003,12,18,18,6489
36007,12,53,52,26223
36009,14,32,31,12529
36011,8,23,22,9615
36013,18,51,51,19053
36015,4,22,21,11827
36017,9,23,22,7600
36019,9,29,28,10781
36021,7,19,19,7154
36023,5,17,17,6099
36025,14,21,20,6160
36027,14,75,74,39884
36029,47,212,194,126266
36031,11,15,15,4133
36033,8,21,20,7346
36035,6,20,20,8187
36037,10,21,19,8442
36039,6,16,16,5833
36041,7,5,5,428
36043,11,25,24,9524
36045,12,39,38,17890
36049,5,13,13,4298
36051,8,21,21,7948
36053,10,26,26,9278
36055,34,182,166,108435
36057,6,17,16,7560
36059,60,311,307,205083
36061,250,1815,1599,1072808
36063,11,51,50,28481
36065,19,75,71,34961
36067,21,122,119,71385
36069,9,30,30,15553
36071,19,79,77,59839
36073,6,13,12,6260
36075,10,40,39,19257
36077,12,22,22,6938
36079,6,22,22,14240
36083,15,52,38,20326
36087,9,64,63,40206
36089,18,39,38,15236
36091,11,47,47,32238
36093,7,43,43,22197
36095,6,11,11,4252
36097,3,6,6,2117
36099,4,11,11,3997
36101,13,36,35,14866
36103,72,340,337,241162
36105,9,19,18,9478
36107,6,19,19,7695
36109,9,31,29,11239
36111,11,45,44,22221
36113,9,19,19,8865
36115,12,26,25,8947
36117,12,38,37,14732
36119,51,254,250,150110
36121,5,11,11,4610
36123,2,5,5,2468
37001,4,39,36,24769
37003,1,11,11,4975
37005,1,4,4,1420
37007,1,11,11,3346
37009,2,5,5,3095
37011,3,13,11,2355
37013,2,15,14,7328
37015,2,9,8,2587
37017,3,14,13,4900
37019,4,21,19,13739
37021,7,57,52,31159
37023,2,28,27,12954
37025,6,51,47,40066
37027,1,26,26,11990
37029,1,5,5,1887
37031,2,18,17,8606
37033,1,6,6,2711
37035,3,44,44,23928
37037,4,21,18,10129
37039,2,15,14,3622
37041,1,4,4,2101
37043,1,3,3,1379
37045,3,30,29,15819
37047,4,25,23,9279
37049,1,25,25,14171
37051,4,89,87,52383
37053,2,11,10,4089
37055,1,11,11,5124
37057,3,46,46,24763
37059,1,12,12,6242
37061,1,16,16,9929
37063,20,69,54,43691
37065,2,15,14,8494
37067,7,85,80,58122
37069,3,18,16,8847
37071,3,56,54,34728
37073,1,5,5,1623
37075,1,3,3,1243
37077,3,21,19,8880
37079,1,6,6,3130
37081,9,134,126,79387
37083,4,19,18,6887
37085,3,29,28,21015
37087,2,16,15,7642
37089,3,25,23,13889
37091,1,7,7,3004
37093,1,14,14,8672
37095,1,3,3,624
37097,8,49,44,31042
37099,3,10,9,4008
37101,2,47,46,36306
37103,1,6,6,1182
37105,1,16,16,10210
37107,2,18,17,9046
37109,2,25,24,13513
37111,1,13,13,6189
37113,1,11,11,4384
37115,1,6,6,2331
37117,3,12,10,3928
37119,28,194,170,160547
37121,1,7,7,1727
37123,1,11,11,4048
37125,3,25,23,13509
37127,2,29,28,15386
37129,6,47,42,27517
37131,2,8,7,3116
37133,3,36,35,26470
37135,4,35,33,20302
37137,2,5,4,1826
37139,2,13,12,6119
37141,1,16,16,9490
37143,1,4,4,1673
37145,3,13,11,5733
37147,4,39,37,24696
37149,1,7,7,2256
37151,3,40,39,22968
37153,1,16,16,7530
37155,3,44,42,24082
37157,2,26,25,12820
37159,1,35,35,19981
37161,3,20,18,10050
37163,2,23,23,11677
37165,1,12,12,5991
37167,2,21,20,8953
37169,1,19,19,6148
37171,4,27,26,11756
37173,3,6,5,2252
37175,3,10,9,3752
37177,1,3,3,616
37179,5,56,52,44685
37181,3,19,17,7839
37183,35,202,177,171417
37185,2,9,8,2413
37187,1,5,5,1555
37189,3,11,10,4668
37191,3,34,32,19581
37193,2,23,22,10098
37195,4,28,26,13647
37197,1,14,14,5505
37199,1,9,9,2215
38001,1,2,2,314
38003,4,8,6,1476
38005,7,12,11,1031
38007,1,2,2,88
38009,4,7,6,881
38011,2,5,5,604
38013,3,6,6,367
38015,11,35,31,13203
38017,12,56,52,23815
38019,2,4,4,491
38021,2,5,5,812
38023,1,2,2,340
38025,2,4,4,487
38027,2,3,2,336
38029,5,8,7,528
38031,1,2,2,578
38033,2,3,3,333
38035,11,32,29,9070
38037,2,3,3,230
38039,2,4,4,351
38041,3,5,4,496
38043,1,4,4,401
38045,4,10,10,694
38047,3,5,4,349
38049,4,8,8,980
38051,3,6,6,376
38053,4,6,6,1620
38055,6,12,12,1547
38057,3,6,5,1307
38059,11,24,19,4643
38061,4,8,7,2033
38063,2,4,4,447
38065,1,2,2,226
38067,5,11,10,1073
38069,3,5,4,637
38071,6,12,9,1849
38073,3,7,7,962
38075,2,4,4,638
38077,9,17,14,2271
38079,5,9,8,1347
38081,3,7,7,599
38083,2,4,4,120
38085,4,6,5,488
38087,2,2,2,21
38089,6,18,16,4339
38091,2,3,3,159
38093,8,17,14,2657
38095,1,2,2,307
38097,5,11,10,1319
38099,7,14,12,1854
38101,11,38,36,10213
38103,3,5,4,578
38105,8,22,20,5505
39001,2,9,9,4826
39003,13,34,30,15258
39005,7,20,18,7370
39007,9,32,31,13428
39009,7,20,19,7164
39011,7,17,17,7725
39013,8,23,21,9041
39015,7,17,16,7079
39017,17,83,74,57361
39019,3,10,10,3028
39021,7,17,16,6785
39023,13,50,46,20883
39025,11,46,45,27589
39027,5,16,16,7622
39029,15,37,34,15024
39031,5,13,11,4797
39033,6,19,19,6408
39035,115,364,281,168925
39037,9,22,22,8529
39039,5,14,14,6230
39041,5,43,41,40360
39043,10,26,24,13054
39045,10,43,42,24753
39047,2,7,7,4819
39049,100,386,299,198787
39051,8,21,21,7643
39053,4,14,13,4422
39055,7,23,23,10671
39057,11,37,34,21860
39059,5,14,13,4592
39061,46,194,167,109270
39063,11,37,36,12064
39065,6,13,12,4274
39067,2,4,3,1622
39069,5,11,10,4305
39071,5,19,19,6883
39073,1,7,7,4033
39075,2,16,16,3971
39077,8,26,26,8240
39079,4,12,11,5063
39081,8,23,21,8801
39083,7,21,19,7599
39085,13,58,56,31408
39087,11,25,23,9289
39089,14,51,48,29170
39091,6,13,12,6415
39093,27,93,81,43565
39095,47,138,100,71371
39097,7,17,15,6843
39099,29,72,59,30729
39101,11,26,20,11497
39103,8,43,42,26522
39105,3,8,8,3345
39107,7,21,21,8017
39109,10,34,33,15280
39111,1,9,9,1961
39113,51,159,125,75623
39115,1,5,5,1905
39117,5,13,12,5259
39119,11,33,28,14433
39121,2,4,4,1693
39123,8,18,18,5602
39125,4,10,10,3060
39127,5,15,14,5908
39129,5,19,19,9162
39131,5,15,14,4653
39133,15,54,53,20821
39135,7,17,17,6143
39137,10,23,23,5957
39139,15,44,38,17778
39141,9,26,25,11004
39143,5,22,19,9493
39145,15,33,29,11600
39147,8,17,15,6324
39149,8,21,21,8424
39151,26,106,97,56595
39153,37,143,123,73082
39155,27,71,65,27394
39157,12,43,40,15794
39159,3,15,15,10111
39161,6,15,13,4321
39163,1,5,5,2070
39165,11,46,44,36965
39167,7,23,22,7709
39169,15,43,39,15184
39171,7,16,16,5527
39173,12,40,38,18085
39175,3,9,9,3369
40001,10,17,17,4583
40003,4,9,9,890
40005,7,10,10,2335
40007,4,8,8,1124
40009,6,15,15,3964
40011,5,14,14,2276
40013,10,23,23,7902
40015,11,28,28,5403
40017,11,45,45,27425
40019,11,28,28,9114
40021,13,20,19,7705
40023,6,13,13,2523
40025,3,7,7,452
40027,7,71,71,45556
40029,3,6,6,1171
40031,11,48,48,21529
40033,3,7,7,1059
40035,5,13,13,2726
40037,15,38,38,12915
40039,4,15,15,5429
40041,10,19,19,6471
40043,4,9,9,1081
40045,3,6,6,789
40047,10,34,34,11711
40049,8,22,22,5523
40051,13,31,31,9404
40053,3,7,7,774
40055,3,6,5,978
40057,1,3,3,549
40059,2,4,4,790
40061,6,10,10,2382
40063,6,11,11,2299
40065,7,18,18,4704
40067,4,9,9,1146
40069,7,13,13,1948
40071,7,22,22,8101
40073,7,17,17,3675
40075,4,10,10,1603
40077,5,9,9,1452
40079,18,38,38,9736
40081,9,23,23,5587
40083,4,13,13,4676
40085,4,9,9,1902
40087,7,21,21,7797
40089,15,29,29,6688
40091,5,11,11,2967
40093,3,5,5,1264
40095,2,6,6,2977
40097,8,22,22,7215
40099,3,9,7,2681
40101,15,38,36,13465
40103,4,10,10,2207
40105,3,8,8,1823
40107,6,15,15,2053
40109,38,232,200,141911
40111,10,23,23,6620
40113,13,25,25,7016
40115,8,22,22,5907
40117,3,8,8,2655
40119,9,26,26,11064
40121,16,32,31,7954
40123,8,23,23,7232
40125,15,35,35,13162
40127,7,13,13,2263
40129,3,6,6,741
40131,10,32,32,14934
40133,11,23,23,5140
40135,12,26,26,8163
40137,9,26,26,7946
40139,9,23,23,4752
40141,5,9,9,1484
40143,25,189,178,114356
40145,4,17,17,9340
40147,6,20,17,9569
40149,5,9,9,2069
40151,4,9,9,1321
40153,5,12,12,3805
41001,4,12,9,3243
41003,4,23,23,10060
41005,11,109,109,60664
41007,5,13,13,5095
41009,5,22,22,7409
41011,7,24,24,10106
41013,1,8,8,3226
41015,3,7,7,2312
41017,4,47,47,26034
41019,15,47,44,13998
41021,3,3,2,288
41023,6,7,7,891
41025,11,14,14,1319
41027,1,8,8,4072
41029,10,61,59,29230
41031,5,13,13,3652
41033,2,24,24,10679
41035,2,30,30,9338
41037,6,8,7,1211
41039,17,112,111,45254
41041,1,18,18,5453
41043,8,50,50,17669
41045,11,23,21,5280
41047,16,131,116,58776
41049,2,9,8,2374
41051,9,162,160,90509
41053,4,15,15,12423
41055,1,1,1,252
41057,3,11,11,3384
41059,11,34,34,13789
41061,6,13,10,3847
41063,5,7,7,865
41065,4,10,10,3633
41067,8,128,128,87123
41069,3,4,3,551
41071,7,35,35,16714
42001,9,26,24,13781
42003,73,284,257,144001
42005,4,14,13,7935
42007,20,51,47,31991
42009,7,19,17,6558
42011,22,102,98,64850
42013,10,32,30,17800
42015,8,19,18,9095
42017,20,124,118,86725
42019,9,41,40,25491
42021,16,38,36,17236
42023,1,2,2,561
42025,7,22,20,8754
42027,9,31,26,14273
42029,22,105,95,80145
42031,9,17,16,5610
42033,9,25,24,9518
42035,3,12,10,4502
42037,7,17,15,8104
42039,5,26,25,10651
42041,9,46,45,31786
42043,18,74,67,45941
42045,21,109,102,74082
42047,3,10,10,3423
42049,20,72,67,38576
42051,8,41,39,17384
42053,1,4,4,464
42055,8,44,42,21949
42057,4,8,7,2105
42059,6,14,13,4871
42061,8,19,15,5382
42063,9,23,22,9249
42065,4,15,14,5248
42067,1,11,11,2853
42069,14,48,45,27856
42071,20,114,110,67368
42073,9,25,24,11948
42075,7,35,34,19367
42077,20,78,68,53754
42079,17,68,64,42633
42081,10,32,31,15513
42083,7,14,13,6079
42085,15,40,38,14861
42087,3,10,9,5264
42089,6,32,30,23473
42091,30,157,150,116189
42093,3,6,4,2359
42095,14,64,59,42975
42097,8,25,24,11069
42099,5,15,14,6208
42101,98,307,218,195556
42103,2,12,12,9456
42105,5,10,10,2307
42107,14,35,32,18623
42109,2,8,8,4804
42111,12,29,28,8993
42113,1,2,2,625
42115,7,15,14,6114
42117,3,14,14,5454
42119,3,9,8,4296
42121,5,15,14,6212
42123,3,11,9,4690
42125,17,56,54,26914
42127,2,10,10,4744
42129,22,89,85,45695
42131,2,8,8,3352
42133,21,115,110,63983
45001,1,9,9,3170
45003,1,40,40,24463
45005,1,4,4,1243
45007,6,55,54,32269
45009,2,6,6,2109
45011,4,11,10,3754
45013,1,33,33,22860
45015,1,43,43,34633
45017,1,3,3,1760
45019,1,82,82,50031
45021,1,19,19,9043
45023,1,12,12,5270
45025,1,16,16,7283
45027,4,13,12,5161
45029,1,9,9,5817
45031,2,23,23,10488
45033,3,12,11,5870
45035,3,31,30,28349
45037,1,8,8,4174
45039,1,8,8,2950
45041,5,40,40,23184
45043,1,19,19,9567
45045,2,96,96,80139
45047,4,22,21,11202
45049,2,10,10,3100
45051,1,53,53,44121
45053,2,5,4,3363
45055,1,19,19,10826
45057,1,20,20,12955
45059,2,15,15,9404
45061,1,6,6,2276
45063,5,56,56,49820
45065,2,4,4,785
45067,1,11,11,4793
45069,1,8,8,4073
45071,1,14,14,6151
45073,1,17,17,10405
45075,4,30,29,13602
45077,1,24,24,16521
45079,7,149,102,70030
45081,1,5,5,2741
45083,11,82,74,49579
45085,1,27,27,17140
45087,1,9,9,4044
45089,1,12,12,4126
45091,4,62,62,46606
